LG,position_window,n_mean,cm_male_mean,cm_female_mean,cm_sex_averaged_mean,cm_span_male_mean,cm_span_female_mean,cm_mb_male_mean,cm_mb_female_mean,cm_mb_sex_averaged_mean,crossovers_male_mean,crossovers_female_mean,crossovers_sex_averaged_mean,bp_position_mean,windowed_correlation_mean,male_distortion_mean,female_distortion_mean,Mendelian_distortion_mean,n_sum,cm_male_sum,cm_female_sum,cm_sex_averaged_sum,cm_span_male_sum,cm_span_female_sum,cm_mb_male_sum,cm_mb_female_sum,cm_mb_sex_averaged_sum,crossovers_male_sum,crossovers_female_sum,crossovers_sex_averaged_sum,bp_position_sum,windowed_correlation_sum,male_distortion_sum,female_distortion_sum,Mendelian_distortion_sum,window_end
LG3,151,38,61.29,69.2525238095238,65.2712619047619,0,0.538000000000011,0,0.000000538000000000011,0.000000269000000000005,0.0476190476190476,0.0476190476190476,0.0476190476190476,151208236.5,NA,0.344192,0.914746,0.0804266,1444,1287.09,1454.303,1370.6965,0,20.4440000000004,0,0.0000204440000000004,0.0000102220000000002,1,1,1,5745912987,0,0.688384,1.829492,0.1608532,152000000
LG3,152,218,61.6556022099448,70.2369005524862,65.9462513812155,0.538000000000004,1.075,0.000000538000000000004,0.000001075,0.0000008065,0.00552486187845304,0.0110497237569061,0.00828729281767956,152603049.243119,0.788459499871872,0.293988666666667,1.27028666666667,0.240619666666667,47524,11159.664,12712.879,11936.2715,117.284000000001,234.350000000001,0.000117284000000001,0.000234350000000001,0.000175817,1,2,1.5,33267464735,171.884170972068,0.881966,3.81086,0.721859,153000000
LG3,153,79,61.8653611111111,70.4673611111111,66.1663611111111,0.537999999999997,0.537999999999997,0.000000537999999999997,0.000000537999999999997,0.000000537999999999997,0.0138888888888889,0.0138888888888889,0.0138888888888889,153509790.898734,1,0.344192,1.74466,0.349308,6241,4454.306,5073.65,4763.978,42.5019999999997,42.5019999999997,0.0000425019999999997,0.0000425019999999997,0.0000425019999999997,1,1,1,12127273481,79,0.344192,1.74466,0.349308,154000000
LG3,154,87,63.1234819277108,76.2276506024096,69.6755662650602,1.075,12.366,0.000001075,0.000012366,0.00000672050000000002,0.0240963855421687,0.289156626506024,0.156626506024096,154645157.850575,0.689944185584612,0.6024955,1.2140850125,0.8311257625,7569,5239.249,6326.895,5783.072,93.5250000000002,1075.842,0.0000935250000000002,0.001075842,0.000584683500000001,2,24,13,13454128733,60.0251441458613,4.819964,9.7126801,6.6490061,155000000
LG3,155,113,64.159511627907,84.7399534883721,74.4497325581395,1.075,1.613,0.000001075,0.000001613,0.00000134399999999999,0.0232558139534884,0.0348837209302326,0.0290697674418605,155554350.345133,0.809418363465332,0.6326292,2.42683,2.777956,12769,5517.718,7287.636,6402.677,121.475,182.269,0.000121475,0.000182269,0.000151871999999999,2,3,2.5,17577641589,91.4642750715825,3.163146,12.13415,13.88978,156000000
LG3,156,93,64.9157051282051,85.6840256410256,75.2998653846154,1.613,0.538000000000011,0.000001613,0.000000538000000000011,0.00000107550000000001,0.0384615384615385,0.0128205128205128,0.0256410256410256,156660756.505376,0.972555577864437,1.1355825,2.4948625,3.5034075,8649,5063.425,6683.354,5873.3895,150.009,50.034000000001,0.000150009,0.000050034000000001,0.0001000215,3,1,2,14569450355,90.4476687413927,4.54233,9.97945,14.01363,157000000
LG3,157,76,67.0822727272727,86.2823636363636,76.6823181818182,2.151,0.536999999999992,0.000002151,0.000000536999999999992,0.00000134399999999999,0.0606060606060606,0.0151515151515152,0.0378787878787879,157296394.710526,0.955075356039124,0.7855295,2.1547,2.8872175,5776,4427.43,5694.636,5061.033,163.476,40.8119999999994,0.000163476,0.0000408119999999994,0.000102144,4,1,2.5,11954525998,72.5857270589734,3.142118,8.6188,11.54887,158000000
LG3,158,52,68.6801176470588,86.559,77.6195588235294,0.536999999999992,0,0.000000536999999999992,0,0.000000268499999999989,0.0196078431372549,0,0.00980392156862745,158547609.153846,NA,0.344192,2.1547,2.24255,2704,3502.686,4414.509,3958.5975,27.9239999999996,0,0.0000279239999999996,0,0.0000139619999999994,1,0,0.5,8244475676,0,0.344192,2.1547,2.24255,159000000
LG3,159,7,68.817,86.559,77.688,0,0,0,0,0,0,0,0,159226772.285714,NA,NA,NA,NA,49,344.085,432.795,388.44,0,0,0,0,0,0,0,0,1114587406,0,0,0,0,160000000
LG3,160,13,69.7680769230769,86.559,78.1635384615385,0.536999999999992,0,0.000000536999999999992,0,0.000000268500000000003,0.153846153846154,0,0.0769230769230769,160605708.615385,NA,0.268887,2.1547,2.31823,169,906.985,1125.267,1016.126,6.9809999999999,0,0.0000069809999999999,0,0.00000349050000000004,2,0,1,2087874212,0,0.537774,4.3094,4.63646,161000000
LG3,161,53,69.892,86.559,78.2255,0,0,0,0,0,0,0,0,161292998.132075,NA,NA,NA,NA,2809,3424.708,4241.391,3833.0495,0,0,0,0,0,0,0,0,8548528901,0,0,0,0,162000000
LG3,162,20,69.892,86.559,78.2255,0,0,0,0,0,0,0,0,162880721.6,NA,NA,NA,NA,400,1188.164,1471.503,1329.8335,0,0,0,0,0,0,0,0,3257614432,0,0,0,0,163000000
LG3,163,43,69.892,86.559,78.2255,0,0,0,0,0,0,0,0,163363194.465116,NA,NA,NA,NA,1849,2935.464,3635.478,3285.471,0,0,0,0,0,0,0,0,7024617362,0,0,0,0,164000000
LG3,164,59,69.892,86.559,78.2255,0,0,0,0,0,0,0,0,164363623.491525,NA,NA,NA,NA,3481,3354.816,4154.832,3754.824,0,0,0,0,0,0,0,0,9697453786,0,0,0,0,165000000
LG3,165,63,69.892,86.6358571428571,78.2639285714286,0,0.537999999999997,0,0.000000537999999999997,0.000000268999999999991,0,0.0178571428571429,0.00892857142857143,165387486.031746,NA,0.344192,2.60825,3.05624,3969,3913.952,4851.608,4382.78,0,33.8939999999998,0,0.0000338939999999998,0.0000169469999999994,0,1,0.5,10419411620,0,0.344192,2.60825,3.05624,166000000
LG3,166,45,69.892,87.097,78.4945,0,0,0,0,0,0,0,0,166437284.466667,NA,NA,NA,NA,2025,2935.464,3658.074,3296.769,0,0,0,0,0,0,0,0,7489677801,0,0,0,0,167000000
LG3,167,21,69.892,88.172,79.032,0,0,0,0,0,0,0.0952380952380952,0.0476190476190476,167768954.142857,NA,0.344192,2.60825,3.05624,441,1467.732,1851.612,1659.672,0,0,0,0,0,0,2,1,3523148037,0,0.344192,2.60825,3.05624,168000000
LG3,168,52,69.892,88.5690952380952,79.2305476190476,0,0.537999999999997,0,0.000000537999999999997,0.000000268999999999991,0,0.0238095238095238,0.0119047619047619,168498186.557692,NA,0.344192,2.1547,3.02121,2704,2935.464,3719.902,3327.683,0,27.9759999999998,0,0.0000279759999999998,0.0000139879999999995,0,1,0.5,8761905701,0,0.344192,2.1547,3.02121,169000000
LG3,169,6,69.892,88.71,79.301,0,0,0,0,0,0,0,0,169098288.5,NA,NA,NA,NA,36,279.568,354.84,317.204,0,0,0,0,0,0,0,0,1014589731,0,0,0,0,170000000
LG3,170,12,69.892,88.71,79.301,0,0,0,0,0,0,0,0,170505662.416667,NA,NA,NA,NA,144,838.704,1064.52,951.612,0,0,0,0,0,0,0,0,2046067949,0,0,0,0,171000000
LG3,171,18,69.892,88.9579230769231,79.4249615384615,0,1.075,0,0.000001075,0.000000537500000000009,0,0.153846153846154,0.0769230769230769,171414044.277778,NA,0.344192,2.381475,3.038725,324,908.596,1156.453,1032.5245,0,19.3500000000001,0,0.0000193500000000001,0.00000967500000000015,0,2,1,3085452797,0,0.688384,4.76295,6.07745,172000000
LG3,172,27,69.892,89.785,79.8385,0,0,0,0,0,0,0,0,172845559.074074,NA,NA,NA,NA,729,768.812,987.635,878.2235,0,0,0,0,0,0,0,0,4666830095,0,0,0,0,173000000
LG3,173,36,69.892,90.0241111111111,79.9580555555555,0,0.537999999999997,0,0.000000537999999999997,0.000000268999999999991,0,0.111111111111111,0.0555555555555556,173305397.833333,NA,0.344192,2.60825,3.05624,1296,629.028,810.217,719.6225,0,19.3679999999999,0,0.0000193679999999999,0.00000968399999999969,0,1,0.5,6238994322,0,0.344192,2.60825,3.05624,174000000
LG3,174,15,69.892,90.323,80.1075,0,0,0,0,0,0,0,0,174507473.4,NA,NA,NA,NA,225,908.596,1174.199,1041.3975,0,0,0,0,0,0,0,0,2617612101,0,0,0,0,175000000
LG3,176,9,69.892,90.323,80.1075,0,0,0,0,0,0,0,0,176592072.222222,NA,NA,NA,NA,81,629.028,812.907,720.9675,0,0,0,0,0,0,0,0,1589328650,0,0,0,0,177000000
LG3,177,29,69.892,90.323,80.1075,0,0,0,0,0,0,0,0,177845832.206897,NA,NA,NA,NA,841,2026.868,2619.367,2323.1175,0,0,0,0,0,0,0,0,5157529134,0,0,0,0,178000000
LG3,178,25,69.892,90.323,80.1075,0,0,0,0,0,0,0,0,178558333.56,NA,NA,NA,NA,625,698.92,903.23,801.075,0,0,0,0,0,0,0,0,4463958339,0,0,0,0,179000000
LG3,179,44,69.892,90.323,80.1075,0,0,0,0,0,0,0,0,179352645.454545,NA,NA,NA,NA,1936,2516.112,3251.628,2883.87,0,0,0,0,0,0,0,0,7891516400,0,0,0,0,180000000
LG3,180,32,69.892,90.323,80.1075,0,0,0,0,0,0,0,0,180587472.84375,NA,NA,NA,NA,1024,1467.732,1896.783,1682.2575,0,0,0,0,0,0,0,0,5778799131,0,0,0,0,181000000
LG3,181,33,69.892,90.323,80.1075,0,0,0,0,0,0,0,0,181604076.969697,NA,NA,NA,NA,1089,2166.652,2800.013,2483.3325,0,0,0,0,0,0,0,0,5992934540,0,0,0,0,182000000
LG3,182,20,69.892,90.323,80.1075,0,0,0,0,0,0,0,0,182841828.65,NA,NA,NA,NA,400,1397.84,1806.46,1602.15,0,0,0,0,0,0,0,0,3656836573,0,0,0,0,183000000
LG3,183,63,69.892,90.323,80.1075,0,0,0,0,0,0,0,0,183559834.857143,NA,NA,NA,NA,3969,3564.492,4606.473,4085.4825,0,0,0,0,0,0,0,0,11564269596,0,0,0,0,184000000
LG3,184,20,69.892,90.323,80.1075,0,0,0,0,0,0,0,0,184198127.05,NA,NA,NA,NA,400,1397.84,1806.46,1602.15,0,0,0,0,0,0,0,0,3683962541,0,0,0,0,185000000
LG3,185,21,69.892,90.323,80.1075,0,0,0,0,0,0,0,0,185614181.666667,NA,NA,NA,NA,441,1397.84,1806.46,1602.15,0,0,0,0,0,0,0,0,3897897815,0,0,0,0,186000000
LG3,186,67,69.892,90.323,80.1075,0,0,0,0,0,0,0,0,186611454.38806,NA,NA,NA,NA,4489,4403.196,5690.349,5046.7725,0,0,0,0,0,0,0,0,12502967444,0,0,0,0,187000000
LG3,187,32,69.892,90.323,80.1075,0,0,0,0,0,0,0,0,187259354.28125,NA,NA,NA,NA,1024,2236.544,2890.336,2563.44,0,0,0,0,0,0,0,0,5992299337,0,0,0,0,188000000
LG3,188,45,69.892,90.323,80.1075,0,0,0,0,0,0,0,0,188245942.422222,NA,NA,NA,NA,2025,3075.248,3974.212,3524.73,0,0,0,0,0,0,0,0,8471067409,0,0,0,0,189000000
LG3,189,29,69.892,90.323,80.1075,0,0,0,0,0,0,0,0,189681846.862069,NA,NA,NA,NA,841,1817.192,2348.398,2082.795,0,0,0,0,0,0,0,0,5500773559,0,0,0,0,190000000
LG3,190,104,69.892,90.323,80.1075,0,0,0,0,0,0,0,0,190681189.144231,NA,NA,NA,NA,10816,6779.524,8761.331,7770.4275,0,0,0,0,0,0,0,0,19830843671,0,0,0,0,191000000
LG3,191,81,69.892,90.323,80.1075,0,0,0,0,0,0,0,0,191374770.62963,NA,NA,NA,NA,6561,3983.844,5148.411,4566.1275,0,0,0,0,0,0,0,0,15501356421,0,0,0,0,192000000
LG3,192,55,69.892,90.323,80.1075,0,0,0,0,0,0,0,0,192326291.545455,NA,NA,NA,NA,3025,2446.22,3161.305,2803.7625,0,0,0,0,0,0,0,0,10577946035,0,0,0,0,193000000
LG3,193,30,69.9880714285714,90.323,80.1555357142857,0.538000000000011,0,0.000000538000000000011,0,0.000000269000000000005,0.0357142857142857,0,0.0178571428571429,193758346.966667,NA,0.193582,2.60825,3.02121,900,1959.666,2529.044,2244.355,16.1400000000003,0,0.0000161400000000003,0,0.00000807000000000016,1,0,0.5,5812750409,0,0.193582,2.60825,3.02121,194000000
LG3,194,32,70.43,90.4896551724138,80.4598275862069,0,0.537000000000006,0,0.000000537000000000006,0.000000268500000000017,0,0.0344827586206897,0.0172413793103448,194490463.28125,NA,0.193582,3.10543,3.61403,1024,2042.47,2624.2,2333.335,0,17.1840000000002,0,0.0000171840000000002,0.00000859200000000055,0,1,0.5,6223694825,0,0.193582,3.10543,3.61403,195000000
LG3,195,27,70.43,91.06175,80.745875,0,0.537999999999997,0,0.000000537999999999997,0.000000268999999999991,0,0.0416666666666667,0.0208333333333333,195681834.296296,NA,0.193582,2.60825,3.67231,729,1690.32,2185.482,1937.901,0,14.5259999999999,0,0.0000145259999999999,0.00000726299999999976,0,1,0.5,5283409526,0,0.193582,2.60825,3.67231,196000000
LG3,196,17,70.43,91.398,80.914,0,0,0,0,0,0,0,0,196362917.647059,NA,NA,NA,NA,289,633.87,822.582,728.226,0,0,0,0,0,0,0,0,3338169600,0,0,0,0,197000000
LG3,197,29,70.43,91.398,80.914,0,0,0,0,0,0,0,0,197682207.137931,NA,NA,NA,NA,841,1760.75,2284.95,2022.85,0,0,0,0,0,0,0,0,5732784007,0,0,0,0,198000000
LG3,198,15,70.43,91.398,80.914,0,0,0,0,0,0,0,0,198701715.8,NA,NA,NA,NA,225,986.02,1279.572,1132.796,0,0,0,0,0,0,0,0,2980525737,0,0,0,0,199000000
LG3,199,47,70.43,91.398,80.914,0,0,0,0,0,0,0,0,199651614.87234,NA,NA,NA,NA,2209,3028.49,3930.114,3479.302,0,0,0,0,0,0,0,0,9383625899,0,0,0,0,200000000
LG3,200,15,70.43,91.398,80.914,0,0,0,0,0,0,0,0,200209827.333333,NA,NA,NA,NA,225,915.59,1188.174,1051.882,0,0,0,0,0,0,0,0,3003147410,0,0,0,0,201000000
LG3,201,21,70.43,91.398,80.914,0,0,0,0,0,0,0,0,201590199.190476,NA,NA,NA,NA,441,1267.74,1645.164,1456.452,0,0,0,0,0,0,0,0,4233394183,0,0,0,0,202000000
LG3,202,71,70.43,91.398,80.914,0,0,0,0,0,0,0,0,202336462.943662,NA,NA,NA,NA,5041,3803.22,4935.492,4369.356,0,0,0,0,0,0,0,0,14365888869,0,0,0,0,203000000
LG3,203,18,70.43,91.398,80.914,0,0,0,0,0,0,0,0,203187161.388889,NA,NA,NA,NA,324,1197.31,1553.766,1375.538,0,0,0,0,0,0,0,0,3657368905,0,0,0,0,204000000
LG3,204,36,70.43,91.398,80.914,0,0,0,0,0,0,0,0,204528212.222222,NA,NA,NA,NA,1296,2394.62,3107.532,2751.076,0,0,0,0,0,0,0,0,7363015640,0,0,0,0,205000000
LG3,205,26,70.43,92.215,81.3225,0,1.075,0,0.000001075,0.000000537500000000009,0,0.08,0.04,205543266.307692,NA,0.193582,2.60825,3.67231,676,1760.75,2305.375,2033.0625,0,27.9500000000001,0,0.0000279500000000001,0.0000139750000000002,0,2,1,5344124924,0,0.193582,2.60825,3.67231,206000000
LG3,206,44,70.43,92.473,81.4515,0,0,0,0,0,0,0,0,206579144.386364,NA,NA,NA,NA,1936,2676.34,3513.974,3095.157,0,0,0,0,0,0,0,0,9089482353,0,0,0,0,207000000
LG3,207,120,70.43,92.473,81.4515,0,0,0,0,0,0,0,0,207496287.25,NA,NA,NA,NA,14400,6902.14,9062.354,7982.247,0,0,0,0,0,0,0,0,24899554470,0,0,0,0,208000000
LG3,208,28,70.43,92.5764615384615,81.5032307692308,0,0.537999999999997,0,0.000000537999999999997,0.000000268999999999991,0,0.0384615384615385,0.0192307692307692,208231558.892857,NA,0.193582,2.1547,3.05596,784,1831.18,2406.988,2119.084,0,15.0639999999999,0,0.0000150639999999999,0.00000753199999999976,0,1,0.5,5830483649,0,0.193582,2.1547,3.05596,209000000
LG3,209,27,70.43,93.011,81.7205,0,0,0,0,0,0,0,0,209475157.703704,NA,NA,NA,NA,729,1901.61,2511.297,2206.4535,0,0,0,0,0,0,0,0,5655829258,0,0,0,0,210000000
LG3,210,53,70.43,93.011,81.7205,0,0,0,0,0,0,0,0,210411580.188679,NA,NA,NA,NA,2809,3169.35,4185.495,3677.4225,0,0,0,0,0,0,0,0,11151813750,0,0,0,0,211000000
LG3,211,73,70.43,93.011,81.7205,0,0,0,0,0,0,0,0,211512200.109589,NA,NA,NA,NA,5329,4155.37,5487.649,4821.5095,0,0,0,0,0,0,0,0,15440390608,0,0,0,0,212000000
LG3,212,36,70.43,93.011,81.7205,0,0,0,0,0,0,0,0,212742272.583333,NA,NA,NA,NA,1296,2112.9,2790.33,2451.615,0,0,0,0,0,0,0,0,7658721813,0,0,0,0,213000000
LG3,213,37,70.43,93.011,81.7205,0,0,0,0,0,0,0,0,213145810.324324,NA,NA,NA,NA,1369,2465.05,3255.385,2860.2175,0,0,0,0,0,0,0,0,7886394982,0,0,0,0,214000000
LG3,214,9,70.43,93.011,81.7205,0,0,0,0,0,0,0,0,214374299,NA,NA,NA,NA,81,563.44,744.088,653.764,0,0,0,0,0,0,0,0,1929368691,0,0,0,0,215000000
LG3,215,12,70.43,93.011,81.7205,0,0,0,0,0,0,0,0,215351255.25,NA,NA,NA,NA,144,845.16,1116.132,980.646,0,0,0,0,0,0,0,0,2584215063,0,0,0,0,216000000
LG3,216,54,70.43,93.011,81.7205,0,0,0,0,0,0,0,0,216379529.407407,NA,NA,NA,NA,2916,3662.36,4836.572,4249.466,0,0,0,0,0,0,0,0,11684494588,0,0,0,0,217000000
LG3,217,68,70.43,93.011,81.7205,0,0,0,0,0,0,0,0,217465910.838235,NA,NA,NA,NA,4624,4437.09,5859.693,5148.3915,0,0,0,0,0,0,0,0,14787681937,0,0,0,0,218000000
LG3,218,8,70.43,93.011,81.7205,0,0,0,0,0,0,0,0,218611868.625,NA,NA,NA,NA,64,563.44,744.088,653.764,0,0,0,0,0,0,0,0,1748894949,0,0,0,0,219000000
LG3,219,10,70.43,93.011,81.7205,0,0,0,0,0,0,0,0,219698826.8,NA,NA,NA,NA,100,704.3,930.11,817.205,0,0,0,0,0,0,0,0,2196988268,0,0,0,0,220000000
LG3,220,43,70.43,93.011,81.7205,0,0,0,0,0,0,0,0,220257199.837209,NA,NA,NA,NA,1849,2746.77,3627.429,3187.0995,0,0,0,0,0,0,0,0,9471059593,0,0,0,0,221000000
LG3,221,42,71.0596341463415,93.011,82.0353170731707,1.07499999999999,0,0.00000107499999999999,0,0.000000537499999999994,0.0487804878048781,0,0.024390243902439,221355568.261905,NA,0.441043,2.1547,4.00963,1764,2913.445,3813.451,3363.448,45.1499999999995,0,0.0000451499999999995,0,0.0000225749999999998,2,0,1,9296933867,0,0.882086,4.3094,8.01926,222000000
LG3,222,12,71.505,93.011,82.258,0,0,0,0,0,0,0,0,222780773.166667,NA,NA,NA,NA,144,858.06,1116.132,987.096,0,0,0,0,0,0,0,0,2673369278,0,0,0,0,223000000
LG3,223,41,71.505,93.011,82.258,0,0,0,0,0,0,0,0,223341205.926829,NA,NA,NA,NA,1681,1430.1,1860.22,1645.16,0,0,0,0,0,0,0,0,9156989443,0,0,0,0,224000000
LG3,224,64,71.505,93.1364166666667,82.3207083333333,0,1.075,0,0.000001075,0.000000537500000000009,0,0.0333333333333333,0.0166666666666667,224458335.9375,NA,0.537894,2.1547,3.61403,4096,4290.3,5588.185,4939.2425,0,68.8000000000002,0,0.0000688000000000002,0.0000344000000000005,0,2,1,14365333500,0,0.537894,2.1547,3.61403,225000000
LG3,225,238,71.6120900473934,94.4455165876777,83.0288033175355,0.538000000000011,0.537999999999997,0.000000538000000000011,0.000000537999999999997,0.000000537999999999997,0.004739336492891,0.004739336492891,0.004739336492891,225455472.726891,0.351253577798007,0.656313,2.60825,4.25898,56644,15110.151,19928.004,17519.0775,128.044000000003,128.043999999999,0.000128044000000003,0.000128043999999999,0.000128043999999999,1,1,1,53658402509,83.5983515159257,1.312626,5.2165,8.51796,226000000
LG3,226,29,72.043,95.161,83.602,0,0,0,0,0,0,0.166666666666667,0.0833333333333333,226397674.413793,NA,0.774732,3.10543,4.93783,841,432.258,570.966,501.612,0,0,0,0,0,0,1,0.5,6565532558,0,0.774732,3.10543,4.93783,227000000
LG3,227,32,72.043,95.161,83.602,0,0,0,0,0,0,0,0,227392809.28125,NA,NA,NA,NA,1024,2233.333,2949.991,2591.662,0,0,0,0,0,0,0,0,7276569897,0,0,0,0,228000000
LG3,228,138,72.3823538461538,95.8024615384615,84.0924076923077,0.537999999999997,0.537999999999997,0.000000537999999999997,0.000000537999999999997,0.000000537999999999983,0.00769230769230769,0.0153846153846154,0.0115384615384615,228315755.362319,0.373326696473279,0.961417333333333,3.46603666666667,5.68372666666667,19044,9409.706,12454.32,10932.013,74.2439999999995,74.2439999999995,0.0000742439999999995,0.0000742439999999995,0.0000742439999999976,1,2,1.5,31507574240,51.5190841133125,2.884252,10.39811,17.05118,229000000
LG3,229,64,72.581,96.3738823529412,84.4774411764706,0,0.537000000000006,0,0.000000537000000000006,0.000000268500000000017,0,0.0196078431372549,0.00980392156862745,229171739.390625,NA,1.05476,3.64634,6.47847,4096,3701.631,4915.068,4308.3495,0,34.3680000000004,0,0.0000343680000000004,0.0000171840000000011,0,1,0.5,14666991321,0,1.05476,3.64634,6.47847,230000000
LG3,230,87,72.581,96.774,84.6775,0,0,0,0,0,0,0,0,230356615.413793,NA,NA,NA,NA,7569,6096.804,8129.016,7112.91,0,0,0,0,0,0,0,0,20041025541,0,0,0,0,231000000
LG3,231,84,72.7188783783784,96.9412162162162,84.8300472972973,0.536999999999992,0.537999999999997,0.000000536999999999992,0.000000537999999999997,0.000000537499999999994,0.0135135135135135,0.0135135135135135,0.0135135135135135,231583459.309524,0.875218775586047,1.216405,4.23112,7.789805,7056,5381.197,7173.65,6277.4235,45.1079999999993,45.1919999999997,0.0000451079999999993,0.0000451919999999997,0.0000451499999999995,1,1,1,19453010582,73.518377149228,2.43281,8.46224,15.57961,232000000
LG3,232,9,73.118,97.312,85.215,0,0,0,0,0,0,0,0,232539142.777778,NA,NA,NA,NA,81,584.944,778.496,681.72,0,0,0,0,0,0,0,0,2092852285,0,0,0,0,233000000
LG3,233,129,73.3186825396825,97.312,85.3153412698413,0.538000000000011,0,0.000000538000000000011,0,0.000000269000000000005,0.00793650793650794,0,0.00396825396825397,233582386.333333,NA,1.74466,4.23112,8.1846,16641,9238.154,12261.312,10749.733,69.4020000000014,0,0.0000694020000000014,0,0.0000347010000000007,1,0,0.5,30132127837,0,1.74466,4.23112,8.1846,234000000
LG3,234,81,73.8353333333333,97.312,85.5736666666667,0.537999999999997,0,0.000000537999999999997,0,0.000000268999999999991,0.0128205128205128,0,0.00641025641025641,234268241.345679,NA,2.1547,4.23112,8.19695,6561,5759.156,7590.336,6674.746,43.5779999999997,0,0.0000435779999999997,0,0.0000217889999999993,1,0,0.5,18975727549,0,2.1547,4.23112,8.19695,235000000
LG3,235,41,74.2835,97.4164166666667,85.8499583333333,0.536999999999992,0.537000000000006,0.000000536999999999992,0.000000537000000000006,0.000000536999999999992,0.0277777777777778,0.0277777777777778,0.0277777777777778,235686657.902439,0.9102589898328,1.94968,4.85991,9.121535,1681,2674.206,3506.991,3090.5985,22.0169999999997,22.0170000000003,0.0000220169999999997,0.0000220170000000003,0.0000220169999999997,1,1,1,9663152974,37.3206185831448,3.89936,9.71982,18.24307,236000000
LG3,236,189,75.595130952381,97.9963095238095,86.7957202380952,1.613,0.537999999999997,0.000001613,0.000000537999999999997,0.00000107550000000001,0.0178571428571429,0.00595238095238095,0.0119047619047619,236512241.322751,0.791668729816541,1.94968,4.545515,8.888845,35721,12699.982,16463.38,14581.681,304.857,101.681999999999,0.000304857,0.000101681999999999,0.000203269500000001,3,1,2,44700813610,149.625389935326,7.79872,18.18206,35.55538,237000000
LG3,237,67,76.8022962962963,98.984462962963,87.8933796296296,0.538000000000011,1.075,0.000000538000000000011,0.000001075,0.0000008065,0.0185185185185185,0.037037037037037,0.0277777777777778,237431790.970149,0.651616073560447,1.74466,3.66096333333333,7.31615333333333,4489,4147.324,5345.161,4746.2425,36.0460000000007,72.0250000000002,0.0000360460000000007,0.0000720250000000002,0.0000540355,1,2,1.5,15907929995,43.65827692855,5.23398,10.98289,21.94846,238000000
LG3,238,120,77.07778125,99.6133125,88.345546875,0.536999999999992,0.537999999999997,0.000000536999999999992,0.000000537999999999997,0.000000537499999999994,0.0104166666666667,0.0104166666666667,0.0104166666666667,238590401.2,0.825825391738321,2.1547,3.375885,6.93072,14400,7399.467,9562.878,8481.1725,64.439999999999,64.5599999999996,0.000064439999999999,0.0000645599999999996,0.0000644999999999993,1,1,1,28630848144,99.0990470085985,4.3094,6.75177,13.86144,239000000
LG3,239,67,77.419,100.016553846154,88.7177769230769,0,0.537999999999997,0,0.000000537999999999997,0.000000269000000000005,0,0.0153846153846154,0.00769230769230769,239846545.955224,NA,2.1547,3.10543,6.52726,4489,5032.235,6501.076,5766.6555,0,36.0459999999998,0,0.0000360459999999998,0.0000180230000000004,0,1,0.5,16069718579,0,2.1547,3.10543,6.52726,240000000
LG3,240,118,77.4386829268293,100.538,88.9883414634146,0.537999999999997,0,0.000000537999999999997,0,0.000000269000000000005,0.0121951219512195,0,0.00609756097560976,240454975.550847,NA,1.74466,3.10543,6.46642,13924,6349.972,8244.116,7297.044,63.4839999999996,0,0.0000634839999999996,0,0.0000317420000000006,1,0,0.5,28373687115,0,1.74466,3.10543,6.46642,241000000
LG3,241,108,77.957,100.952712871287,89.4548564356436,0,0.537000000000006,0,0.000000537000000000006,0.000000268499999999989,0,0.0099009900990099,0.00495049504950495,241635666.259259,NA,1.74466,3.64634,7.29744,11664,7873.657,10196.224,9034.9405,0,57.9960000000007,0,0.0000579960000000007,0.0000289979999999988,0,1,0.5,26096651956,0,1.74466,3.64634,7.29744,242000000
LG3,242,47,77.957,101.075,89.516,0,0,0,0,0,0,0,0,242388459.170213,NA,NA,NA,NA,2209,3508.065,4548.375,4028.22,0,0,0,0,0,0,0,0,11392257581,0,0,0,0,243000000
LG3,243,54,78.3854074074074,101.075,89.7302037037037,0.538000000000011,0,0.000000538000000000011,0,0.000000269000000000005,0.0185185185185185,0,0.00925925925925926,243491794.611111,NA,1.37805,3.64634,7.33388,2916,4232.812,5458.05,4845.431,29.0520000000006,0,0.0000290520000000006,0,0.0000145260000000003,1,0,0.5,13148556909,0,1.37805,3.64634,7.33388,244000000
LG3,244,144,78.495,101.286811023622,89.890905511811,0,0.537999999999997,0,0.000000537999999999997,0.000000269000000000005,0,0.0078740157480315,0.00393700787401575,244497981.173611,NA,1.37805,3.10543,6.47847,20736,9968.865,12863.425,11416.145,0,77.4719999999995,0,0.0000774719999999995,0.0000387360000000008,0,1,0.5,35207709289,0,1.37805,3.10543,6.47847,245000000
LG3,245,194,78.495,102.081687116564,90.2883435582822,0,0.537999999999997,0,0.000000537999999999997,0.000000269000000000005,0,0.00613496932515337,0.00306748466257669,245609902.670103,NA,1.37805,2.60825,6.56253,37636,12794.685,16639.315,14717,0,104.371999999999,0,0.000104371999999999,0.0000521860000000011,0,1,0.5,47648321118,0,1.37805,2.60825,6.56253,246000000
LG3,246,89,78.5932317073171,102.151,90.3721158536585,0.536999999999992,0,0.000000536999999999992,0,0.000000268499999999989,0.0121951219512195,0,0.00609756097560976,246477705.134831,NA,1.05476,2.60825,5.73938,7921,6444.645,8376.382,7410.5135,47.7929999999993,0,0.0000477929999999993,0,0.000023896499999999,1,0,0.5,21936515757,0,1.05476,2.60825,5.73938,247000000
